,Date,Price,Open,High,Low,Volume,pct_change,MA10,MA10_td,MA30,MA30_td,MA50,MA50_td,%K,%K_td,%D,%D_td,RSI,RSI_td,Momentum,Momentum_td,EMA12,EMA26,MACD,Signal,MACD_td,TP,SMA_TP,MD,CCI,CCI_td,MA,STD,Upper_BB,Lower_BB,BB_td,ATR,OBV,OBV_td,VWAP,VWAP_td,Fib_23.6,Fib_38.2,Fib_50.0,Fib_61.8,Tenkan_sen,Kijun_sen,Senkou_span_A,Senkou_span_B,Chikou_span,PMO,PMO_td,Volatility,Volatility_Ratio,Volatility_Ratio_td,TSI,TSI_td
1171,2013-10-01,140.3,141.9,144.4,139.4,9570.0,-0.0113,138.18,1,136.49333333333334,1,130.838,1,62.83783783783786,0,74.54954954954952,0,52.542372881355966,0,5.900000000000006,1,138.9416293562329,136.104479709494,2.837149646738908,2.779010053055986,1,141.36666666666667,138.18333333333334,2.7316666666666647,77.68964815944696,0,137.955,3.1830926702439224,144.32118534048786,131.58881465951217,0.0,5.150000000000001,3547680.0,0,30.48654607954683,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,138.9,133.6,131.925,117.55000000000001,206.9,-1.0350877192982486,0,0.25191727159520766,0.464976395510546,0,32.73231622746184,1
1172,2013-10-02,123.0,140.3,141.9,109.7,111320.0,-0.1233,137.08,0,135.79333333333335,0,131.106,0,36.842105263157876,0,57.77619724988144,0,28.030303030303017,1,-11.0,0,136.48907099373554,135.13377750879073,1.3552934849448093,2.4942667394337503,0,124.86666666666667,137.38666666666668,3.3379999999999965,-250.04993009786347,1,137.13500000000002,4.591900764560478,146.31880152912098,127.95119847087906,1.0,7.2357142857142875,3436360.0,0,30.685562143304505,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,127.75,127.80000000000001,130.8,117.55000000000001,206.9,0.5238095238095238,0,0.5272515967385102,0.9890369077686382,0,39.09180651530107,1
1173,2013-10-03,131.0,123.0,132.0,120.1,35270.0,0.065,136.84,0,135.36,0,131.474,0,59.002770083102476,1,52.89423772803272,0,45.15366430260048,0,-2.4000000000000057,0,135.64459853316083,134.8275717673988,0.8170267657620229,2.158818744699405,0,127.7,136.70333333333332,3.646333333333332,-164.6098058932868,1,136.65,4.706378650299205,146.0627573005984,127.23724269940159,1.0,7.3642857142857165,3471630.0,1,30.753887677848493,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,127.75,127.80000000000001,130.9,117.55000000000001,216.0,0.18461538461538504,0,0.5801031351504626,1.1006617681585922,1,41.028128031037795,1
1174,2013-10-04,136.8,131.0,139.8,128.5,18510.0,0.044500000000000005,137.04000000000002,0,135.50333333333336,1,132.01,1,75.06925207756233,1,56.971375807940866,1,53.2051282051282,0,2.0,1,135.82235260498226,134.9736775624063,0.8486750425759624,1.8967900042747166,0,135.03333333333333,136.535,3.644999999999997,-27.465325407712236,0,136.655,4.706487683589709,146.06797536717943,127.24202463282059,1.0,7.721428571428574,3490140.0,1,30.791780774053187,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,127.75,127.80000000000001,131.77499999999998,118.25,208.0,0.4651162790697662,0,0.5947803387288976,1.1411162108485895,1,43.29324699352451,1
1175,2013-10-05,136.7,136.8,138.0,135.3,5000.0,-0.0009,137.21,0,135.72,1,132.564,1,74.79224376731295,0,69.62142197599256,1,52.483801295896306,0,1.6999999999999886,1,135.95737528113884,135.10155329852435,0.8558219826144864,1.6885963999426705,0,136.66666666666666,136.46333333333334,3.5733333333333297,3.793532338308193,0,136.575,4.69062615054778,145.95625230109556,127.19374769890443,1.0,7.628571428571431,3485140.0,0,30.80200232210916,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,127.75,127.80000000000001,131.825,118.45,211.2,0.2615384615384598,0,0.5931992612709126,1.150599639120813,1,43.35205992509366,1
1176,2013-10-06,137.8,136.7,138.0,134.1,4890.0,0.008,137.28,1,136.25000000000003,1,133.064,1,77.8393351800554,1,75.9002770083102,1,54.042553191489375,0,0.700000000000017,1,136.2408560071175,135.3014382393744,0.9394177677430946,1.5387606735027555,0,136.63333333333335,136.30333333333334,3.4133333333333304,6.4453125000002505,0,136.495,4.65340565720618,145.80181131441236,127.18818868558765,1.0,7.621428571428574,3490030.0,1,30.812100907061865,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,127.75,127.80000000000001,131.825,118.45,213.4,0.04402515723270546,0,0.5932169120278078,1.1555176995594902,1,44.04873477038429,1
1177,2013-10-07,135.8,137.8,139.0,135.1,7360.0,-0.014499999999999999,136.97,0,136.47666666666666,0,133.512,1,72.29916897506926,0,74.97691597414585,0,52.47933884297521,0,-3.0999999999999943,0,136.17303200602248,135.33836874016148,0.8346632658609963,1.3979411919744038,0,136.63333333333335,136.16,3.2699999999999982,9.650016989467032,0,136.32999999999998,4.614519419579507,145.559038839159,127.10096116084097,1.0,7.685714285714289,3482670.0,0,30.82701275217779,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,127.75,127.75,131.825,119.35,211.7,-0.45588235294117485,0,0.5953031240547679,1.163713512895055,1,44.98141263940525,1
1178,2013-10-08,136.5,135.8,137.8,135.6,5230.0,0.0051,136.37,1,136.81666666666666,0,133.872,1,74.23822714681438,1,74.792243767313,0,51.781970649895165,0,-6.0,0,136.2233347743267,135.4244155001495,0.7989192741771944,1.278136808414962,0,136.63333333333333,135.9683333333333,3.078333333333331,14.401732539253299,0,136.13500000000002,4.514803137282204,145.16460627456442,127.10539372543562,1.0,7.550000000000004,3487900.0,1,30.837677145822685,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,127.75,127.75,131.975,120.25,224.0,-0.5882352941176469,0,0.594512152493808,1.1664479138158306,1,45.127719962157066,1
1179,2013-10-09,139.5,136.5,142.1,135.8,17490.0,0.022099999999999998,135.93,1,137.03000000000003,1,134.238,1,82.5484764542936,1,76.3619575253924,1,54.45544554455446,0,-4.400000000000006,0,136.72743711673797,135.72631064828659,1.001126468451389,1.2227347404222475,0,139.13333333333333,136.13500000000002,3.2115,62.241597038420394,0,136.355,4.568597043662375,145.49219408732475,127.21780591267525,1.0,7.764285714285717,3505390.0,1,30.8743371696554,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,127.05000000000001,127.75,131.975,120.6,238.2,-0.6875000000000002,0,0.5830258909932627,1.1464823812686593,1,46.45814167433306,1
1180,2013-10-10,140.4,139.5,141.7,138.5,11080.0,0.006500000000000001,135.78,1,137.29000000000002,1,134.58,1,85.04155124653738,1,80.60941828254845,1,53.346855983772834,0,-1.5,0,137.29244679108598,136.07250985952462,1.2199369315613637,1.2221751786500707,0,140.20000000000002,136.44333333333333,3.2480000000000038,77.10727969348696,0,136.685,4.612485914968374,145.90997182993675,127.46002817006325,1.0,7.685714285714286,3516470.0,1,30.897740991738086,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,125.9,127.75,133.225,120.95,251.3,-0.19230769230769204,0,0.5816970392024443,1.1459951682211538,1,45.81784386617107,0
1181,2013-10-11,140.1,140.4,141.9,138.9,7250.0,-0.0022,135.76,1,137.22333333333333,1,134.942,1,84.21052631578944,0,83.93351800554012,1,51.25523012552299,0,-0.20000000000001705,0,137.72437805399582,136.37084246252277,1.3535355914730474,1.248447261214666,1,140.29999999999998,136.75166666666667,3.276833333333324,72.19029211806782,0,136.97,4.6398842998270595,146.24976859965412,127.69023140034588,1.0,7.335714285714288,3509220.0,0,30.913007511620307,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,131.1,127.75,133.52499999999998,120.95,264.1,0.10000000000000853,0,0.5818590413609046,1.1466584235687558,1,46.54333008763394,1
1182,2013-10-12,142.9,140.1,143.1,139.4,11020.0,0.0199,137.75,1,137.34000000000003,1,135.43,1,91.96675900277008,1,87.07294552169894,1,50.425531914893625,0,19.900000000000006,1,138.5206275841503,136.85448376159516,1.6661438225551422,1.3319865734827614,1,141.79999999999998,137.175,3.3824999999999967,91.15545700911508,0,137.41500000000002,4.765144831287928,146.94528966257587,127.88471033742417,1.0,7.242857142857145,3520240.0,1,30.936799312598044,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,135.8,127.75,134.2,120.95,309.6,5.685714285714288,1,0.5848398656463526,1.1524142196698957,1,46.35108481262335,0
1183,2013-10-13,147.5,142.9,147.6,141.5,16170.000000000002,0.0325,139.4,1,137.56666666666666,1,135.988,1,99.73614775725595,1,91.97114435860514,1,53.58565737051792,0,16.5,1,139.90206949428102,137.64304051999554,2.259028974285485,1.5173950536433063,1,145.53333333333333,137.77833333333334,3.6149999999999958,143.01521438450908,-1,138.12,5.166042973107381,148.45208594621477,127.78791405378524,1.0,7.364285714285715,3536410.0,1,30.973125035172696,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,140.85,128.65,134.2,121.45,355.0,2.42647058823529,1,0.592563720245478,1.1666090382948422,1,48.69059165858396,1
1184,2013-10-14,151.4,147.5,153.7,146.0,29990.0,0.026000000000000002,140.86,1,138.05666666666667,1,136.574,1,94.77272727272731,0,95.49187801091777,1,59.11708253358923,0,14.599999999999994,1,141.67098187977626,138.66207455555144,3.008907324224822,1.8156975077596096,1,150.36666666666667,138.565,4.008499999999994,196.2773550649319,-1,138.95000000000002,5.8876766930681095,150.72535338613625,127.1746466138638,0.0,7.364285714285713,3566400.0,1,31.042690183510818,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,143.89999999999998,131.7,135.075,123.65,367.8,0.9931972789115631,0,0.5970511680392129,1.164760677938947,1,50.53346265761406,1
1185,2013-10-15,158.1,151.4,158.1,150.6,15730.0,0.0444,143.0,1,138.71666666666667,1,137.334,1,100.0,1,98.16962500999439,1,65.55944055944053,0,21.400000000000006,1,144.19852312904146,140.10192088476984,4.096602244271622,2.271878455062012,1,155.6,139.55,4.6466666666666665,230.27259684361525,-1,140.10500000000002,7.193086959017818,154.49117391803566,125.71882608196438,0.0,7.542857142857142,3582130.0,1,31.081174931488068,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,146.6,133.9,135.35,124.7,336.3,1.080808080808082,1,0.6113177542847786,1.1796890804421798,1,54.16666666666675,1
1186,2013-10-16,152.8,158.1,163.0,144.2,42780.0,-0.0333,144.5,1,139.16333333333333,1,137.764,1,76.22377622377626,0,90.33216783216784,0,82.96460176991148,-1,15.0,1,145.52182726303508,141.04251933774984,4.479307925285241,2.7133643491066577,1,153.33333333333334,140.37,5.146999999999999,167.90795069403978,-1,140.89,7.687577128410186,156.26515425682035,125.51484574317962,0.0,6.5857142857142845,3539350.0,0,31.181359583217734,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,149.3,136.35,136.35000000000002,124.95,363.0,1.1194029850746263,1,0.6282673265206522,1.1898491277025722,1,49.02386117136665,0
1187,2013-10-17,157.6,152.8,159.9,150.8,15880.0,0.031200000000000002,146.68,1,139.78,1,138.34,1,84.3478260869565,1,86.85720077024423,0,81.66666666666663,-1,21.799999999999983,1,147.3800076841066,142.2689993868054,5.111008297301197,3.192893138745566,1,156.10000000000002,141.23499999999999,5.861833333333335,169.05973671490756,-1,141.82500000000002,8.524446270023558,158.87389254004714,124.7761074599529,0.0,6.385714285714284,3555230.0,1,31.21997241072627,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,149.4,136.35,136.375,124.95,380.0,1.1783783783783774,1,0.6343245936848881,1.1741120345279166,1,46.97986577181212,0
1188,2013-10-18,168.3,157.6,168.3,156.5,25890.0,0.0678,149.86,1,140.71,1,139.12,1,100.0,1,86.85720077024423,0,83.58208955223878,-1,31.80000000000001,1,150.5984680403979,144.19722165444946,6.40124638594844,3.834563788186141,1,164.36666666666667,142.395,7.223500000000007,202.77950824084948,-1,143.115,10.381779332332941,163.8785586646659,122.35144133533413,0.0,6.42142857142857,3581120.0,1,31.288199998039108,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,153.4,139.0,135.85,124.95,434.9,1.1397849462365592,1,0.6656794205638638,1.200991508231761,1,52.16907675194666,1
1189,2013-10-19,183.1,168.3,195.8,167.1,55280.0,0.08839999999999999,154.22,1,142.31,1,140.02200000000002,1,79.41653160453806,0,87.92145256383151,1,87.66233766233768,-1,43.599999999999994,1,155.59870372649053,147.07890893930505,8.519794787185475,4.771609987986007,1,182.0,144.31,9.713000000000003,258.6911012732076,-1,145.075,13.70592937381454,172.48685874762907,117.6631412523709,0.0,8.278571428571428,3636400.0,1,31.44936326141358,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,167.35000000000002,152.75,135.85,124.95,433.4,0.9083333333333332,0,0.7183001030869048,1.2536926109241529,1,53.149266609145805,1
1190,2013-10-20,186.1,183.1,186.1,177.2,11420.0,0.0161,158.79000000000002,1,144.0533333333333,1,140.924,1,84.01976935749586,1,87.81210032067797,0,88.03149606299213,-1,45.69999999999999,1,160.29121084549197,149.96936012898615,10.321850716505821,5.881658133689971,1,183.13333333333333,146.37,12.031000000000002,203.71447833836652,-1,147.28500000000003,16.454859304680614,180.19471860936125,114.3752813906388,0.0,8.635714285714286,3647820.0,1,31.4832722682922,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,167.60000000000002,152.75,135.85,124.95,433.9,0.8738049713193118,0,0.7117501236372481,1.204217141943709,1,52.52274607113314,0
1191,2013-10-21,192.8,186.1,197.4,183.2,24100.0,0.0359,164.06,1,146.0,1,141.86,1,92.55663430420714,1,85.33097842208034,0,91.78885630498534,-1,52.70000000000002,1,165.2925630231086,153.14200011943163,12.150562903676985,7.135439087687374,1,191.13333333333335,148.85833333333335,14.51666666666667,194.14466130884043,-1,149.91,19.23469726684983,188.37939453369967,111.44060546630033,0.0,9.371428571428572,3671920.0,1,31.557881538522654,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,169.45,153.55,135.8,124.95,462.0,0.9023972602739728,0,0.7093865581662905,1.1555005137751129,1,51.98170731707316,0
1192,2013-10-22,203.0,192.8,205.5,192.8,33870.0,0.053,170.07,1,148.3,1,143.04,1,96.4131994261119,1,90.99653436260496,1,92.7927927927928,-1,60.099999999999994,1,171.0937071733996,156.83518529577003,14.258521877629562,8.560055645675812,1,200.4333333333333,152.63666666666666,16.500666666666667,193.1100426918777,-1,153.91,21.525869381550443,196.96173876310087,110.85826123689911,0.0,10.12142857142857,3705790.0,1,31.669246063329638,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,174.85,157.6,135.8,124.95,528.3,0.8710144927536231,0,0.4575185600311806,0.7494961897467147,0,54.83415666901905,1
1193,2013-10-23,228.0,203.0,228.0,200.7,39900.0,0.1231,178.12,1,151.45333333333332,1,144.72,1,100.0,1,96.32327791010634,1,94.38314944834504,-1,80.5,1,179.84852145441505,162.10665305163892,17.741868402776134,10.396418197095876,1,218.9,157.19666666666666,19.678666666666665,209.0362942385438,-1,158.76,26.45543223492736,211.6708644698547,105.84913553014528,0.0,11.621428571428572,3745690.0,1,31.81936765930112,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,186.1,168.85,135.975,124.95,785.4,0.8509513742071882,0,0.5462453804590114,0.8973349221585448,0,61.27842655193606,1
1194,2013-10-24,207.0,228.0,233.4,175.3,96750.0,-0.09210000000000002,183.68,1,153.86,1,146.21,1,72.06349206349206,0,89.49223049653465,0,77.79632721202003,-1,55.599999999999994,1,184.02567199988965,165.43208615892493,18.59358584096472,12.035851725869644,1,205.23333333333335,160.70666666666668,22.02533333333333,134.77409851282368,-1,162.27,28.000340223496753,218.2706804469935,106.26931955300651,0.0,15.542857142857144,3648940.0,0,32.14356879118214,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,188.8,171.55,136.05,124.95,645.7,0.7700831024930749,0,0.697994761671473,1.1369795772353983,1,55.055147058823515,0
1195,2013-10-25,197.9,207.0,209.0,176.6,36750.0,-0.044000000000000004,187.66,1,155.95666666666668,1,147.564,1,62.23404255319149,0,78.09917820556116,0,72.47278382581649,-1,39.80000000000001,1,186.16018399990662,167.83711681381936,18.323067186087258,13.293294817913168,1,194.5,163.59833333333333,23.091333333333335,89.21577118880582,0,165.32999999999998,28.40011304647611,222.1302260929522,108.52977390704777,0.0,17.642857142857146,3612190.0,0,32.26000820411972,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,192.10000000000002,171.55,136.0,125.4,638.0,0.6327503974562799,0,0.7327992804443217,1.1802541005565148,1,52.0647773279352,0
1196,2013-10-26,188.6,197.9,198.4,187.0,12090.0,-0.0471,191.24,0,157.67333333333332,1,148.898,1,51.25136017410228,0,61.84963159692859,0,66.91339748334568,0,35.79999999999998,1,186.5355403076133,169.37510816094385,17.16043214666945,14.066722283664426,1,191.33333333333334,166.33333333333331,23.599999999999994,70.62146892655377,0,167.87,28.078200947016594,224.0264018940332,111.71359810596681,0.0,18.192857142857147,3600100.0,0,32.296129914669734,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,194.95,171.55,136.0,125.65,764.9,0.6951456310679608,0,0.769631476304967,1.2222127379072247,1,53.04279544562228,1
1197,2013-10-27,206.9,188.6,207.8,188.9,13160.0,0.0973,196.17,1,159.94000000000003,1,150.45600000000002,1,70.29147982062781,1,61.25896084930718,0,69.95967741935485,0,49.30000000000001,1,189.66853410644205,172.15472977865173,17.513804327790325,14.756138692489605,1,201.20000000000002,169.56166666666667,24.181166666666666,87.22582542428572,0,171.425,28.304191153292052,228.03338230658412,114.8166176934159,0.0,19.128571428571433,3613260.0,1,32.34003071812746,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,200.25,171.55,136.25,125.80000000000001,802.0,0.7250000000000002,0,0.8068380217580732,1.2601328804768346,1,55.56385362210603,1
1198,2013-10-28,206.9,206.9,209.8,200.4,11070.0,0.0,200.03,1,162.08666666666667,1,152.06799999999998,1,70.29147982062781,0,63.94477327178595,1,69.15113871635612,0,38.599999999999994,1,192.31952885929712,174.7284534987516,17.591075360545517,15.32312602610079,1,205.70000000000002,173.01500000000001,24.341666666666676,89.51728859979457,0,174.945,28.109119610246573,231.16323922049315,118.72676077950685,0.0,19.250000000000007,3613260.0,0,32.3769423416712,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,204.35000000000002,176.75,127.775,126.2,832.5,0.5993788819875775,0,0.8083876988390765,1.2418127857234604,1,53.76623376623374,0
1199,2013-10-29,216.0,206.9,216.5,204.2,10020.0,0.044000000000000004,203.32,1,164.48999999999998,1,153.726,1,80.49327354260089,1,73.69207772795215,1,69.65376782077394,0,32.900000000000006,1,195.9626782655591,177.78560509143668,18.177073174122427,15.893915455705118,1,212.23333333333335,176.67000000000002,24.243000000000002,97.79684399162187,0,178.77,28.23667081912028,235.24334163824057,122.29665836175946,0.0,19.59285714285715,3623280.0,1,32.41208079902952,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,204.35000000000002,180.95,127.775,126.7,795.0,0.4563106796116506,0,0.8122452687995425,1.2261511585961125,1,53.70032810791102,0
1200,2013-10-30,208.0,216.0,216.5,204.0,13470.0,-0.037000000000000005,205.51,1,166.69333333333333,1,155.234,1,69.24939467312348,0,73.34471601211737,0,68.39999999999999,0,21.900000000000006,1,197.81457391701156,180.02370841799694,17.790865499014615,16.27330546436702,1,209.5,180.13500000000002,23.368000000000006,83.7755334930959,0,182.15,27.436558400099955,237.02311680019992,127.2768831998001,0.0,19.14285714285715,3609810.0,0,32.457239170833255,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,204.35000000000002,183.75,127.775,128.45,830.0,0.33131618759455383,0,0.8380962264153968,1.2411554937450007,1,55.970149253731314,1
1201,2013-10-31,211.2,208.0,215.0,205.4,5290.0,0.0152,207.35,1,169.05666666666667,1,156.61599999999999,1,71.13133940182053,1,73.62466920584828,1,68.05929919137466,0,18.399999999999977,1,199.87387023747132,182.33306334999716,17.54080688747416,16.526805748988448,1,210.5333333333333,183.64666666666668,22.05866666666667,81.25805931656983,0,185.70499999999998,26.283344235665982,238.27168847133194,133.13831152866803,0.0,19.178571428571434,3615100.0,1,32.475290796460044,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,204.35000000000002,183.75,127.775,128.55,970.0,0.25952045133991514,0,0.8343627911255443,1.2129481669441278,1,55.27001862197392,0
1202,2013-11-01,213.4,211.2,214.9,209.7,5880.0,0.010700000000000001,208.39000000000001,1,172.07000000000002,1,158.096,1,69.83408748114631,0,70.07160718536342,0,66.11865618298785,0,10.400000000000006,1,201.95481327786035,184.63431791666403,17.320495361196322,16.685543671430025,1,212.66666666666666,187.19,20.708666666666666,82.01611778214166,0,189.23,24.933281499148464,239.09656299829692,139.36343700170306,0.0,18.707142857142863,3620980.0,1,32.49559839850831,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,204.35000000000002,184.25,127.775,128.55,1079.9,0.11504424778761067,0,0.8351432294443861,1.1923886134983246,1,53.417334860633815,0
1203,2013-11-02,211.7,213.4,214.9,211.0,4880.0,-0.008199999999999999,206.76,1,174.76000000000002,1,159.516,1,62.65060240963852,0,67.87200976420176,0,61.277602523659304,0,-16.30000000000001,0,203.45407277357413,186.6391832561704,16.814889517403714,16.711412840624764,1,212.5333333333333,190.54000000000002,18.888000000000005,77.62718245564477,0,192.44,23.361155342734175,239.16231068546836,145.71768931453164,0.0,16.93571428571429,3616100.0,0,32.51229051761523,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,196.55,184.5,127.75,128.55,1101.4,-0.20198265179677835,0,0.8396787826275833,1.1780816434601031,1,53.479544495993245,1
1204,2013-11-03,224.0,211.7,226.9,212.1,12270.0,0.0582,208.45999999999998,1,177.66666666666666,1,161.262,1,83.82099827882959,1,72.10189605653812,1,63.923585598824396,0,17.0,1,206.6149846545627,189.40665116312073,17.208333491441977,16.810796970788207,1,221.0,194.07166666666666,17.557333333333332,102.24913932766306,-1,196.07,22.263188876424625,240.59637775284924,151.54362224715075,0.0,17.385714285714293,3628370.0,1,32.557126505940175,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,206.95,184.60000000000002,127.75,129.3,1206.9,0.194954128440367,0,0.8503878397212479,1.1722732565338847,1,55.91618734593262,1
1205,2013-11-04,238.2,224.0,239.0,221.9,18060.0,0.0632,212.48999999999995,1,181.05,1,163.26,1,98.74411302982729,1,81.73857123943179,1,65.80779944289692,0,40.29999999999998,1,211.47421778462999,193.02097329918587,18.453244485444117,17.13928647371939,1,233.0333333333333,197.94333333333333,16.764666666666663,139.53950769475478,-1,200.075,22.277859554180196,244.63071910836038,155.5192808916396,0.0,17.59285714285715,3646430.0,1,32.62797376337169,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,213.95,188.75,127.4,129.3,1205.7,0.3970443349753693,0,0.8595008831374191,1.1649085498561194,1,58.302882663418586,1
1206,2013-11-05,251.3,238.2,258.9,229.0,45100.0,0.0552,218.76,1,184.83333333333334,1,165.498,1,90.90909090909095,0,91.15806740591593,1,66.48464163822526,0,62.70000000000002,1,217.60126120237922,197.33793823998693,20.263322962392294,17.76409377145397,1,246.4,202.59666666666666,15.916999999999996,183.46561677591401,-1,205.0,22.164124639890915,249.32824927978183,160.67175072021817,0.0,18.821428571428577,3691530.0,1,32.815943496865714,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,229.64999999999998,198.89999999999998,126.825,129.3,1004.4,0.5524229074889869,0,0.8417848465943887,1.1246248580835827,1,55.597722960151806,0
1207,2013-11-06,264.1,251.3,272.5,251.4,38820.0,0.0509,224.47999999999996,1,189.10999999999999,1,167.998,1,91.35802469135804,1,93.67040954342541,1,63.44005956813105,0,57.20000000000002,1,224.75491332509011,202.28327614813603,22.47163717695409,18.705602452553997,1,262.6666666666667,207.925,16.02166666666666,227.78182322549338,-1,210.325,22.956087943815643,256.2371758876313,164.4128241123687,0.0,18.38571428571429,3730350.0,1,32.986944305992786,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,238.25,205.95,129.425,129.3,1096.6,0.445830085736555,0,0.8461930871880682,1.1147375895659049,1,52.1756021756022,0
1208,2013-11-07,309.6,264.1,324.2,263.6,86130.0,0.1725,234.75,1,194.88,1,171.382,1,90.10840108401086,0,90.79183889481993,0,82.30478589420655,-1,102.70000000000002,1,237.80800358276855,210.23266310012596,27.575340482642588,20.479550058571718,1,299.1333333333333,214.66333333333333,19.31533333333333,291.5473026610983,-1,217.39000000000001,30.003331393977383,277.39666278795477,157.38333721204526,0.0,18.564285714285713,3816480.0,1,33.43995893246465,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,264.1,232.85,131.775,129.3,1154.9,0.5932986712882727,0,0.9614011290350258,1.2423092323254121,1,61.10042323970761,1
1209,2013-11-08,355.0,309.6,358.0,308.0,44630.0,0.1465,248.65,1,202.06333333333333,1,175.78,1,98.24561403508771,1,93.2373466034855,1,90.26140440799588,-1,139.0,1,255.83754149311184,220.95616953715367,34.88137195595817,23.35991443804901,1,340.3333333333333,222.58,26.866666666666664,292.19189412737796,-1,225.98499999999999,41.919111016588104,309.8232220331762,142.14677796682378,0.0,19.821428571428573,3861110.0,1,33.71260903886215,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,281.7,251.1,134.75,129.3,1237.6,0.6450116009280742,0,1.0169066081397151,1.2891611676329766,1,70.30630630630633,1
1210,2013-11-09,367.8,355.0,395.0,340.0,49910.0,0.036000000000000004,264.63,1,209.64333333333335,1,180.46000000000004,1,86.80252304706454,0,91.71884605538769,0,95.11581067472305,-1,159.8,1,273.06253510955617,231.83349031217932,41.229044797376844,26.93374050991458,1,367.59999999999997,231.80333333333334,35.83466666666667,252.63556084734824,-1,235.07000000000002,51.43056740069935,337.93113480139874,132.2088651986013,0.0,22.935714285714287,3911020.0,1,34.029093766157054,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,302.35,269.6,137.79999999999998,131.7,1106.3,0.702726473175022,0,1.0149678414423646,1.2624394016898925,1,61.84989099968858,0
1211,2013-11-10,336.3,367.8,372.5,290.0,74250.0,-0.08560000000000001,277.14,1,216.18333333333334,1,184.498,1,69.83556012332991,0,84.96123240182736,0,80.547686496695,-1,125.10000000000002,1,282.7913758619321,239.57175028905493,43.21962557287719,30.190917522507103,1,332.93333333333334,238.89333333333335,41.57066666666667,150.81146962601832,-1,242.24500000000003,55.10187192349881,352.4487438469977,132.0412561530024,0.0,27.457142857142856,3836770.0,0,34.45448280058021,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,303.0,269.6,140.25,133.9,845.0,0.6376146788990826,0,1.1056250047374458,1.3421273993939364,1,55.09885535900105,0
1212,2013-11-11,363.0,336.3,376.0,321.4,18000.0,0.0793,292.1,1,223.52,1,189.078,1,83.24607329842932,1,79.9613854896079,0,82.72536687631026,-1,149.6,1,295.13116419086566,248.7145836009768,46.416580589888866,33.43605013598346,1,353.4666666666667,246.54500000000002,47.68633333333333,149.4791193377092,-1,250.24500000000003,60.45864593605313,371.16229187210627,129.32770812789377,0.0,30.685714285714287,3854770.0,1,34.56653319618077,1,55822.6768,45155.011600000005,36533.200000000004,27911.388400000003,303.55,272.9,142.825,136.35,697.0,0.6796910495229441,0,1.116167038008852,1.3028408655754316,1,55.51675977653632,1
