,Date,Open,High,Low,Close,Adj Close,Volume,Returns
23,2018-01-23,10944.5,11377.599609,10129.700195,10868.400391,10868.400391,9660609536.0,-0.005763214020764296
24,2018-01-24,10903.400391,11501.400391,10639.799805,11359.400391,11359.400391,9940989952.0,0.0451768413322895
25,2018-01-25,11421.700195,11785.700195,11057.400391,11259.400391,11259.400391,8873169920.0,-0.008803281560462395
26,2018-01-26,11256.0,11656.700195,10470.299805,11171.400391,11171.400391,9746199552.0,-0.007815691506125044
27,2018-01-27,11174.900391,11614.900391,10989.200195,11440.700195,11440.700195,7583269888.0,0.02410618137158127
28,2018-01-28,11475.299805,12040.299805,11475.299805,11786.299805,11786.299805,8350360064.0,0.030207907218042562
29,2018-01-29,11755.5,11875.599609,11179.200195,11296.400391,11296.400391,7107359744.0,-0.04156515803137606
30,2018-01-30,11306.799805,11307.200195,10036.200195,10106.299805,10106.299805,8637859840.0,-0.10535219581524113
31,2018-01-31,10108.200195,10381.599609,9777.419922,10221.099609,10221.099609,8041160192.0,0.011359231985499152
32,2018-02-01,10237.299805,10288.799805,8812.280273,9170.540039,9170.540039,9959400448.0,-0.10278341961122761
33,2018-02-02,9142.280273,9142.280273,7796.490234,8830.75,8830.75,12726899712.0,-0.03705234779576316
34,2018-02-03,8852.120117,9430.75,8251.629883,9174.910156,9174.910156,7263790080.0,0.038972924836508716
35,2018-02-04,9175.700195,9334.870117,8031.220215,8277.009766,8277.009766,7073549824.0,-0.09786476104213537
36,2018-02-05,8270.540039,8364.839844,6756.680176,6955.27002,6955.27002,9285289984.0,-0.1596880737569495
37,2018-02-06,7051.75,7850.700195,6048.259766,7754.0,7754.0,13999800320.0,0.11483809797509492
38,2018-02-07,7755.490234,8509.110352,7236.790039,7621.299805,7621.299805,9169280000.0,-0.017113772891410917
39,2018-02-08,7637.859863,8558.769531,7637.859863,8265.589844,8265.589844,9346750464.0,0.08453807821302473
40,2018-02-09,8271.839844,8736.980469,7884.709961,8736.980469,8736.980469,6784820224.0,0.05703048831320645
41,2018-02-10,8720.080078,9122.549805,8295.469727,8621.900391,8621.900391,7780960256.0,-0.013171607560337417
42,2018-02-11,8616.129883,8616.129883,7931.100098,8129.970215,8129.970215,6122189824.0,-0.05705588718161281
43,2018-02-12,8141.430176,8985.919922,8141.430176,8926.570313,8926.570313,6256439808.0,0.09798315085217069
44,2018-02-13,8926.719727,8958.469727,8455.410156,8598.30957,8598.30957,5696719872.0,-0.03677344506231539
45,2018-02-14,8599.919922,9518.540039,8599.919922,9494.629883,9494.629883,7909819904.0,0.10424378253689692
46,2018-02-15,9488.320313,10234.799805,9395.580078,10166.400391,10166.400391,9062540288.0,0.070752679807224
47,2018-02-16,10135.700195,10324.099609,9824.820313,10233.900391,10233.900391,7296159744.0,0.0066395181582417084
48,2018-02-17,10207.5,11139.5,10149.400391,11112.700195,11112.700195,8660880384.0,0.0858714439680146
49,2018-02-18,11123.400391,11349.799805,10326.0,10551.799805,10551.799805,8744009728.0,-0.050473816458430854
50,2018-02-19,10552.599609,11273.799805,10513.200195,11225.299805,11225.299805,7652089856.0,0.06382797365818682
51,2018-02-20,11231.799805,11958.5,11231.799805,11403.700195,11403.700195,9926540288.0,0.01589270603895465
52,2018-02-21,11372.200195,11418.5,10479.099609,10690.400391,10690.400391,9405339648.0,-0.06254985590665996
53,2018-02-22,10660.400391,11039.099609,9939.089844,10005.0,10005.0,8040079872.0,-0.06411363147605043
54,2018-02-23,9937.070313,10487.299805,9734.55957,10301.099609,10301.099609,7739500032.0,0.02959516331834089
55,2018-02-24,10287.700195,10597.200195,9546.969727,9813.070313,9813.070313,6917929984.0,-0.047376427228566276
56,2018-02-25,9796.419922,9923.219727,9407.05957,9664.730469,9664.730469,5706939904.0,-0.015116557740698644
57,2018-02-26,9669.429688,10475.0,9501.730469,10366.700195,10366.700195,7287690240.0,0.07263210580487423
58,2018-02-27,10393.900391,10878.5,10246.099609,10725.599609,10725.599609,6966179840.0,0.034620410279936786
59,2018-02-28,10687.200195,11089.799805,10393.099609,10397.900391,10397.900391,6936189952.0,-0.03055299749629148
60,2018-03-01,10385.0,11052.299805,10352.700195,10951.0,10951.0,7317279744.0,0.05319339368539655
61,2018-03-02,10977.400391,11189.0,10850.099609,11086.400391,11086.400391,7620590080.0,0.012364203360423653
62,2018-03-03,11101.900391,11528.200195,11002.400391,11489.700195,11489.700195,6690570240.0,0.03637788549720811
63,2018-03-04,11497.400391,11512.599609,11136.099609,11512.599609,11512.599609,6084149760.0,0.0019930384267090595
64,2018-03-05,11532.400391,11704.099609,11443.900391,11573.299805,11573.299805,6468539904.0,0.005272501264835805
65,2018-03-06,11500.099609,11500.099609,10694.299805,10779.900391,10779.900391,6832169984.0,-0.06855429543588165
66,2018-03-07,10803.900391,10929.5,9692.120117,9965.570313,9965.570313,8797910016.0,-0.07554152157842509
67,2018-03-08,9951.44043,10147.400391,9335.870117,9395.009766,9395.009766,7186089984.0,-0.05725317559153731
68,2018-03-09,9414.69043,9466.349609,8513.030273,9337.549805,9337.549805,8704190464.0,-0.006116008650458582
69,2018-03-10,9350.589844,9531.320313,8828.469727,8866.0,8866.0,5386319872.0,-0.05050037909811189
70,2018-03-11,8852.780273,9711.889648,8607.120117,9578.629883,9578.629883,6296370176.0,0.0803778347620121
71,2018-03-12,9602.929688,9937.5,8956.429688,9205.120117,9205.120117,6457399808.0,-0.03899407019190693
72,2018-03-13,9173.040039,9470.379883,8958.19043,9194.849609,9194.849609,5991139840.0,-0.0011157386182317763
73,2018-03-14,9214.650391,9355.849609,8068.589844,8269.80957,8269.80957,6438230016.0,-0.10060415105588716
74,2018-03-15,8290.759766,8428.349609,7783.049805,8300.860352,8300.860352,6834429952.0,0.0037547154788959425
75,2018-03-16,8322.910156,8585.150391,8005.310059,8338.349609,8338.349609,5289379840.0,0.004516309805280505
76,2018-03-17,8321.910156,8346.530273,7812.819824,7916.879883,7916.879883,4426149888.0,-0.050545940835232894
77,2018-03-18,7890.52002,8245.509766,7397.990234,8223.679688,8223.679688,6639190016.0,0.03875261587065326
78,2018-03-19,8344.120117,8675.870117,8182.399902,8630.650391,8630.650391,6729110016.0,0.04948766470000665
79,2018-03-20,8619.669922,9051.019531,8389.889648,8913.469727,8913.469727,6361789952.0,0.03276917997917317
80,2018-03-21,8937.480469,9177.370117,8846.330078,8929.280273,8929.280273,6043129856.0,0.0017737813089899745
81,2018-03-22,8939.44043,9100.709961,8564.900391,8728.469727,8728.469727,5530390016.0,-0.022488995737674822
82,2018-03-23,8736.25,8879.620117,8360.620117,8879.620117,8879.620117,5954120192.0,0.01731694039476861
83,2018-03-24,8901.950195,8996.179688,8665.700195,8668.120117,8668.120117,5664600064.0,-0.023818586517579066
84,2018-03-25,8612.80957,8682.009766,8449.099609,8495.780273,8495.780273,4569880064.0,-0.019882032283102036
85,2018-03-26,8498.469727,8530.080078,7921.430176,8209.400391,8209.400391,5921039872.0,-0.03370848501227486
86,2018-03-27,8200.0,8232.780273,7797.279785,7833.040039,7833.040039,5378250240.0,-0.045845047637413816
87,2018-03-28,7836.830078,8122.890137,7809.169922,7954.47998,7954.47998,4935289856.0,0.015503551672832128
88,2018-03-29,7979.069824,7994.330078,7081.379883,7165.700195,7165.700195,6361229824.0,-0.09916170346562359
89,2018-03-30,7171.450195,7276.660156,6683.930176,6890.52002,6890.52002,6289509888.0,-0.03840241253632304
90,2018-03-31,6892.47998,7207.850098,6863.52002,6973.529785,6973.529785,4553269760.0,0.012046952154417978
91,2018-04-01,7003.060059,7060.950195,6526.870117,6844.22998,6844.22998,4532100096.0,-0.01854151469720866
92,2018-04-02,6844.859863,7135.470215,6816.580078,7083.799805,7083.799805,4333440000.0,0.03500318161430327
93,2018-04-03,7102.259766,7530.939941,7072.490234,7456.109863,7456.109863,5499700224.0,0.052557958757842194
94,2018-04-04,7456.410156,7469.879883,6803.879883,6853.839844,6853.839844,4936000000.0,-0.08077536812979225
95,2018-04-05,6848.649902,6933.819824,6644.799805,6811.470215,6811.470215,5639320064.0,-0.00618188197628966
96,2018-04-06,6815.959961,6857.490234,6575.0,6636.319824,6636.319824,3766810112.0,-0.02571403609962053
97,2018-04-07,6630.509766,7050.540039,6630.509766,6911.089844,6911.089844,3976610048.0,0.041403974987206604
98,2018-04-08,6919.97998,7111.560059,6919.97998,7023.52002,7023.52002,3652499968.0,0.01626808195781293
99,2018-04-09,7044.319824,7178.109863,6661.990234,6770.72998,6770.72998,4894060032.0,-0.035991929869945705
100,2018-04-10,6795.439941,6872.410156,6704.149902,6834.759766,6834.759766,4272750080.0,0.009456851209417083
101,2018-04-11,6843.470215,6968.319824,6817.589844,6968.319824,6968.319824,4641889792.0,0.019541295169495765
102,2018-04-12,6955.379883,7899.22998,6806.509766,7889.25,7889.25,8906250240.0,0.13215957350696939
103,2018-04-13,7901.089844,8183.959961,7758.930176,7895.959961,7895.959961,7764460032.0,0.000850519504388858
104,2018-04-14,7874.669922,8140.709961,7846.0,7986.240234,7986.240234,5191430144.0,0.01143372983727331
105,2018-04-15,7999.330078,8338.419922,7999.330078,8329.110352,8329.110352,5244480000.0,0.04293260757925754
106,2018-04-16,8337.570313,8371.150391,7925.72998,8058.669922,8058.669922,5631309824.0,-0.032469305672611415
107,2018-04-17,8071.660156,8285.959961,7881.720215,7902.089844,7902.089844,6900879872.0,-0.019430015066449036
108,2018-04-18,7944.430176,8197.799805,7886.009766,8163.419922,8163.419922,6529909760.0,0.033071008196448926
109,2018-04-19,8159.27002,8298.69043,8138.779785,8294.30957,8294.30957,7063209984.0,0.0160336781949999
110,2018-04-20,8286.879883,8880.230469,8244.540039,8845.830078,8845.830078,8438110208.0,0.06649384175324458
111,2018-04-21,8848.790039,8997.570313,8652.150391,8895.580078,8895.580078,7548550144.0,0.005624118885544815
112,2018-04-22,8925.05957,9001.639648,8779.610352,8802.459961,8802.459961,6629899776.0,-0.01046813318338835
113,2018-04-23,8794.389648,8958.549805,8788.80957,8930.879883,8930.879883,6925190144.0,0.014589094704091199
114,2018-04-24,8934.339844,9732.610352,8927.830078,9697.5,9697.5,10678800384.0,0.08583925962986783
115,2018-04-25,9701.030273,9745.320313,8799.839844,8845.740234,8845.740234,11083100160.0,-0.08783292250580044
116,2018-04-26,8867.320313,9281.509766,8727.089844,9281.509766,9281.509766,8970559488.0,0.049263206975607154
117,2018-04-27,9290.629883,9375.469727,8987.049805,8987.049805,8987.049805,7566289920.0,-0.03172543782463755
118,2018-04-28,8939.269531,9412.089844,8931.990234,9348.480469,9348.480469,7805479936.0,0.04021683108943219
119,2018-04-29,9346.410156,9531.490234,9193.709961,9419.080078,9419.080078,8853000192.0,0.007551987644849101
120,2018-04-30,9426.110352,9477.139648,9166.80957,9240.549805,9240.549805,8673920000.0,-0.01895410926773955
121,2018-05-01,9251.469727,9255.879883,8891.049805,9119.009766,9119.009766,7713019904.0,-0.01315290124124835
122,2018-05-02,9104.599609,9256.519531,9015.139648,9235.919922,9235.919922,7558159872.0,0.012820488079297476
123,2018-05-03,9233.969727,9798.330078,9188.150391,9743.860352,9743.860352,10207299584.0,0.054996192505966324
124,2018-05-04,9695.5,9779.200195,9585.959961,9700.759766,9700.759766,8217829888.0,-0.004423358344945227
125,2018-05-05,9700.280273,9964.5,9695.120117,9858.150391,9858.150391,7651939840.0,0.016224566817089503
126,2018-05-06,9845.30957,9940.139648,9465.25,9654.799805,9654.799805,7222280192.0,-0.020627661167113787
127,2018-05-07,9645.669922,9665.849609,9231.530273,9373.009766,9373.009766,7394019840.0,-0.029186523251789054
128,2018-05-08,9380.870117,9462.75,9127.769531,9234.820313,9234.820313,7415869952.0,-0.014743338207250378
129,2018-05-09,9223.730469,9374.759766,9031.620117,9325.179688,9325.179688,7226890240.0,0.009784638134517909
130,2018-05-10,9325.959961,9396.040039,9040.519531,9043.94043,9043.94043,6906699776.0,-0.03015912480077021
131,2018-05-11,9052.959961,9052.959961,8394.459961,8441.490234,8441.490234,8488520192.0,-0.06661368467240114
132,2018-05-12,8441.44043,8664.860352,8223.5,8504.889648,8504.889648,6821380096.0,0.007510452804250667
133,2018-05-13,8515.490234,8773.549805,8395.120117,8723.94043,8723.94043,5866379776.0,0.025755864104775483
134,2018-05-14,8713.099609,8881.120117,8367.969727,8716.790039,8716.790039,7364149760.0,-0.0008196285907010603
135,2018-05-15,8705.19043,8836.19043,8456.450195,8510.379883,8510.379883,6705710080.0,-0.023679606262912767
136,2018-05-16,8504.410156,8508.429688,8175.490234,8368.830078,8368.830078,6760220160.0,-0.016632607115782627
137,2018-05-17,8370.049805,8445.540039,8054.120117,8094.319824,8094.319824,5862530048.0,-0.03280150886581312
138,2018-05-18,8091.830078,8274.120117,7974.819824,8250.969727,8250.969727,5764190208.0,0.01935306565667516
139,2018-05-19,8255.730469,8372.05957,8183.350098,8247.179688,8247.179688,4712399872.0,-0.00045934467406871793
140,2018-05-20,8246.990234,8562.410156,8205.240234,8513.25,8513.25,5191059968.0,0.03226197585911028
141,2018-05-21,8522.330078,8557.519531,8365.120117,8418.990234,8418.990234,5154990080.0,-0.01107212474671826
142,2018-05-22,8419.870117,8423.25,8004.580078,8041.779785,8041.779785,5137010176.0,-0.04480471392835694
143,2018-05-23,8037.080078,8054.660156,7507.879883,7557.819824,7557.819824,6491120128.0,-0.060180703020830006
144,2018-05-24,7561.120117,7738.600098,7331.140137,7587.339844,7587.339844,6049220096.0,0.003905890943081136
145,2018-05-25,7592.299805,7659.140137,7392.649902,7480.140137,7480.140137,4867829760.0,-0.014128760435684451
146,2018-05-26,7486.47998,7595.160156,7349.120117,7355.879883,7355.879883,4051539968.0,-0.016612022198000842
147,2018-05-27,7362.080078,7381.740234,7270.959961,7368.220215,7368.220215,4056519936.0,0.0016776146696630967
148,2018-05-28,7371.310059,7419.049805,7100.890137,7135.990234,7135.990234,5040600064.0,-0.03151778505849123
149,2018-05-29,7129.459961,7526.419922,7090.680176,7472.589844,7472.589844,5662660096.0,0.047169292412459374
150,2018-05-30,7469.72998,7573.77002,7313.600098,7406.52002,7406.52002,4922540032.0,-0.008841623236293339
151,2018-05-31,7406.149902,7608.899902,7361.129883,7494.169922,7494.169922,5127130112.0,0.011834154469753333
152,2018-06-01,7500.700195,7604.72998,7407.339844,7541.450195,7541.450195,4921460224.0,0.006308940615451508
153,2018-06-02,7536.720215,7695.830078,7497.259766,7643.450195,7643.450195,4939299840.0,0.013525250099460484
154,2018-06-03,7632.089844,7754.890137,7613.040039,7720.25,7720.25,4851760128.0,0.010047792952224466
155,2018-06-04,7722.529785,7753.819824,7474.040039,7514.470215,7514.470215,4993169920.0,-0.026654549399307004
156,2018-06-05,7500.899902,7643.22998,7397.0,7633.759766,7633.759766,4961739776.0,0.015874645528819897
157,2018-06-06,7625.970215,7680.430176,7502.009766,7653.97998,7653.97998,4692259840.0,0.0026487883585306626
158,2018-06-07,7650.819824,7741.27002,7650.819824,7678.240234,7678.240234,4485799936.0,0.003169626006782389
159,2018-06-08,7685.140137,7698.189941,7558.399902,7624.919922,7624.919922,4227579904.0,-0.006944340158034135
160,2018-06-09,7632.52002,7683.580078,7531.97998,7531.97998,7531.97998,3845220096.0,-0.012188972861451597
161,2018-06-10,7499.549805,7499.549805,6709.069824,6786.02002,6786.02002,5804839936.0,-0.09903902585784619
162,2018-06-11,6799.290039,6910.180176,6706.629883,6906.919922,6906.919922,4745269760.0,0.017816024951839093
163,2018-06-12,6905.819824,6907.959961,6542.080078,6582.359863,6582.359863,4654380032.0,-0.04699056347333752
164,2018-06-13,6596.879883,6631.660156,6285.629883,6349.899902,6349.899902,5052349952.0,-0.0353155959015059
165,2018-06-14,6342.75,6707.140137,6334.459961,6675.350098,6675.350098,5138710016.0,0.0512528072918903
166,2018-06-15,6674.080078,6681.080078,6433.870117,6456.580078,6456.580078,3955389952.0,-0.032772815925496634
167,2018-06-16,6455.450195,6592.490234,6402.290039,6550.160156,6550.160156,3194170112.0,0.014493753174201762
168,2018-06-17,6545.529785,6589.109863,6499.27002,6499.27002,6499.27002,3104019968.0,-0.007769296442833418
169,2018-06-18,6510.069824,6781.140137,6446.680176,6734.819824,6734.819824,4039200000.0,0.036242501584816456
170,2018-06-19,6742.390137,6822.5,6709.919922,6769.939941,6769.939941,4057029888.0,0.005214707730538892
171,2018-06-20,6770.759766,6821.560059,6611.879883,6776.549805,6776.549805,3888640000.0,0.0009763548949628387
172,2018-06-21,6780.089844,6810.939941,6715.169922,6729.740234,6729.740234,3529129984.0,-0.0069075816377033306
173,2018-06-22,6737.879883,6747.080078,6006.600098,6083.689941,6083.689941,5079810048.0,-0.09599929128557216
174,2018-06-23,6090.100098,6224.819824,6071.810059,6162.47998,6162.47998,3431360000.0,0.01295102803793613
175,2018-06-24,6164.279785,6223.779785,5826.410156,6173.22998,6173.22998,4566909952.0,0.001744427573783458
176,2018-06-25,6171.970215,6327.370117,6119.680176,6249.180176,6249.180176,5500810240.0,0.012303153494372054
177,2018-06-26,6253.549805,6290.160156,6093.669922,6093.669922,6093.669922,3279759872.0,-0.02488490483875594
178,2018-06-27,6084.399902,6180.0,6052.850098,6157.129883,6157.129883,3296219904.0,0.010414079169416501
179,2018-06-28,6153.160156,6170.410156,5873.049805,5903.439941,5903.439941,3467800064.0,-0.04120262960514198
180,2018-06-29,5898.129883,6261.660156,5835.75,6218.299805,6218.299805,3966230016.0,0.05333498217086374
181,2018-06-30,6214.220215,6465.509766,6214.220215,6404.0,6404.0,4543860224.0,0.029863499802740723
182,2018-07-01,6411.680176,6432.850098,6289.290039,6385.819824,6385.819824,4788259840.0,-0.002838878201124273
183,2018-07-02,6380.379883,6683.859863,6305.700195,6614.180176,6614.180176,4396930048.0,0.035760537925255464
184,2018-07-03,6596.660156,6671.370117,6447.75,6529.589844,6529.589844,4672309760.0,-0.012789239142130038
185,2018-07-04,6550.870117,6771.919922,6450.459961,6597.549805,6597.549805,4176689920.0,0.010407998453753953
186,2018-07-05,6599.709961,6749.540039,6546.649902,6639.140137,6639.140137,4999240192.0,0.006303905727014225
187,2018-07-06,6638.689941,6700.939941,6533.549805,6673.5,6673.5,4313959936.0,0.005175348357012721
188,2018-07-07,6668.709961,6863.990234,6579.240234,6856.930176,6856.930176,3961080064.0,0.027486352888289378
189,2018-07-08,6857.799805,6885.910156,6747.97998,6773.879883,6773.879883,3386210048.0,-0.012111876724468562
190,2018-07-09,6775.080078,6838.680176,6724.339844,6741.75,6741.75,3718129920.0,-0.004743202353002185
191,2018-07-10,6739.209961,6767.740234,6320.720215,6329.950195,6329.950195,4052430080.0,-0.0610820343382652
192,2018-07-11,6330.77002,6444.959961,6330.470215,6394.709961,6394.709961,3644859904.0,0.01023069123847975
193,2018-07-12,6396.779785,6397.100098,6136.419922,6228.810059,6228.810059,3770170112.0,-0.025943303607479984
194,2018-07-13,6235.029785,6310.549805,6192.240234,6238.049805,6238.049805,3805400064.0,0.0014833886267970886
195,2018-07-14,6247.5,6298.189941,6212.220215,6276.120117,6276.120117,2923670016.0,0.006102918891331521
196,2018-07-15,6272.700195,6403.459961,6256.509766,6359.640137,6359.640137,3285459968.0,0.01330758787961539
197,2018-07-16,6357.009766,6741.75,6357.009766,6741.75,6741.75,4725799936.0,0.06008356680072313
198,2018-07-17,6739.649902,7387.240234,6684.169922,7321.040039,7321.040039,5961950208.0,0.08592576690028553
199,2018-07-18,7315.319824,7534.990234,7280.470215,7370.779785,7370.779785,6103410176.0,0.0067940819521583595
200,2018-07-19,7378.200195,7494.459961,7295.459961,7466.859863,7466.859863,5111629824.0,0.013035266390067468
201,2018-07-20,7467.399902,7594.669922,7323.259766,7354.129883,7354.129883,4936869888.0,-0.015097374541419017
202,2018-07-21,7352.720215,7437.640137,7262.410156,7419.290039,7419.290039,3726609920.0,0.008860348815789454
203,2018-07-22,7417.799805,7537.950195,7383.819824,7418.490234,7418.490234,3695460096.0,-0.00010780074586602684
204,2018-07-23,7414.709961,7771.5,7409.100098,7711.109863,7711.109863,5132480000.0,0.039444633580412614
205,2018-07-24,7716.509766,8424.269531,7705.5,8424.269531,8424.269531,7277689856.0,0.09248469813949023
206,2018-07-25,8379.660156,8416.870117,8086.359863,8181.390137,8181.390137,5845400064.0,-0.02883091443195651
207,2018-07-26,8176.850098,8290.330078,7878.709961,7951.580078,7951.580078,4899089920.0,-0.02808936563979436
208,2018-07-27,7950.399902,8262.660156,7839.759766,8165.009766,8165.009766,5195879936.0,0.026841166900966718
209,2018-07-28,8169.060059,8222.849609,8110.77002,8192.150391,8192.150391,3988750080.0,0.003324016232413518
210,2018-07-29,8205.820313,8272.259766,8141.180176,8218.459961,8218.459961,4107190016.0,0.003211558472962839
211,2018-07-30,8221.580078,8235.5,7917.5,8180.47998,8180.47998,5551400000.0,-0.004621301457965465
212,2018-07-31,8181.200195,8181.529785,7696.930176,7780.439941,7780.439941,5287530000.0,-0.04890178082191221
213,2018-08-01,7769.040039,7769.040039,7504.950195,7624.910156,7624.910156,4797620000.0,-0.019989844556271952
214,2018-08-02,7634.189941,7712.77002,7523.439941,7567.149902,7567.149902,4214110000.0,-0.007575204535957503
215,2018-08-03,7562.140137,7562.140137,7328.649902,7434.390137,7434.390137,4627150000.0,-0.017544222953071342
216,2018-08-04,7438.669922,7497.490234,6984.069824,7032.850098,7032.850098,4268390000.0,-0.054011160512223766
217,2018-08-05,7031.080078,7102.77002,6940.700195,7068.47998,7068.47998,3679110000.0,0.005066208081149437
218,2018-08-06,7062.939941,7166.549805,6890.540039,6951.799805,6951.799805,3925900000.0,-0.016507109778926
219,2018-08-07,6958.319824,7146.560059,6748.240234,6753.120117,6753.120117,4682800000.0,-0.02857960435757967
220,2018-08-08,6746.850098,6746.850098,6226.220215,6305.799805,6305.799805,5064430000.0,-0.06623905753933457
221,2018-08-09,6305.560059,6625.72998,6249.069824,6568.22998,6568.22998,4267040000.0,0.041617270309138865
222,2018-08-10,6571.419922,6591.259766,6124.52002,6184.709961,6184.709961,4528680000.0,-0.0583901629766016
223,2018-08-11,6185.790039,6455.740234,6109.029785,6295.72998,6295.72998,4047850000.0,0.01795072359093286
224,2018-08-12,6283.649902,6409.850098,6237.5,6322.689941,6322.689941,5665250000.0,0.0042822613240474094
225,2018-08-13,6341.359863,6537.049805,6225.720215,6297.569824,6297.569824,4083980000.0,-0.0039730110497916415
226,2018-08-14,6287.660156,6287.939941,5971.049805,6199.709961,6199.709961,5301700000.0,-0.015539305753634824
227,2018-08-15,6221.419922,6588.490234,6221.419922,6308.52002,6308.52002,4895450000.0,0.01755083055247475
228,2018-08-16,6294.22998,6473.5,6276.410156,6334.72998,6334.72998,4328420000.0,0.004154692371096003
229,2018-08-17,6340.910156,6582.5,6324.970215,6580.629883,6580.629883,4992990000.0,0.038817740263018985
230,2018-08-18,6583.430176,6617.350098,6353.72998,6423.759766,6423.759766,3984520000.0,-0.023838161359788446
231,2018-08-19,6422.569824,6537.97998,6361.549805,6506.069824,6506.069824,3311170000.0,0.012813377367512313
232,2018-08-20,6500.509766,6536.919922,6297.930176,6308.529785,6308.529785,3665100000.0,-0.030362422221677066
233,2018-08-21,6301.069824,6500.870117,6298.240234,6488.759766,6488.759766,3377180000.0,0.02856925260597798
234,2018-08-22,6486.25,6816.790039,6310.109863,6376.709961,6376.709961,4668110000.0,-0.017268293023748882
235,2018-08-23,6371.339844,6546.540039,6371.339844,6534.879883,6534.879883,3426180000.0,0.02480431491589985
236,2018-08-24,6551.52002,6719.959961,6498.640137,6719.959961,6719.959961,4097820000.0,0.028321879103160308
237,2018-08-25,6719.950195,6789.629883,6700.959961,6763.189941,6763.189941,3312600000.0,0.00643307106751978
238,2018-08-26,6754.640137,6774.75,6620.75,6707.259766,6707.259766,3295500000.0,-0.00826979213772161
239,2018-08-27,6710.799805,6884.640137,6689.709961,6884.640137,6884.640137,4019000000.0,0.026446026721548055
240,2018-08-28,6891.080078,7109.560059,6882.339844,7096.279785,7096.279785,4659940000.0,0.030740843934977446
241,2018-08-29,7091.709961,7113.299805,6970.819824,7047.160156,7047.160156,4145880000.0,-0.0069218844927489975
242,2018-08-30,7043.759766,7072.689941,6834.689941,6978.22998,6978.22998,4463250000.0,-0.009781269968912598
243,2018-08-31,6973.970215,7057.169922,6920.160156,7037.580078,7037.580078,4495650000.0,0.008505036115189712
244,2018-09-01,7044.810059,7242.290039,7038.049805,7193.25,7193.25,4116050000.0,0.022119808268560304
245,2018-09-02,7189.580078,7306.310059,7132.160156,7272.720215,7272.720215,4329540000.0,0.011047887255413169
246,2018-09-03,7279.029785,7317.939941,7208.149902,7260.060059,7260.060059,4087760000.0,-0.0017407731393115355
247,2018-09-04,7263.0,7388.259766,7255.439941,7361.660156,7361.660156,4273640000.0,0.013994387949180842
248,2018-09-05,7361.459961,7388.430176,6792.830078,6792.830078,6792.830078,5800460000.0,-0.07726926616360907
249,2018-09-06,6755.140137,6755.140137,6404.720215,6529.169922,6529.169922,5523470000.0,-0.038814478350329806
250,2018-09-07,6528.919922,6555.290039,6396.870117,6467.069824,6467.069824,4264680000.0,-0.009511178104088525
251,2018-09-08,6460.169922,6534.25,6197.52002,6225.97998,6225.97998,3835060000.0,-0.037279610482213954
